,summary,Hazard,Mitigation,Impacts,Causes,word
Agency,10.196182132573213,-0.13151338817737673,0.08672376484159368,-0.01900081581740028,0.046802496198901304,Agency
news agency,7.421296189621467,-0.10328263745731683,0.045328834372354264,-0.001856016985577844,0.04600371494599262,news agency
agency nigeria,7.066518528286281,-0.09851321958230709,0.04562342309821451,-0.0040371758780680935,0.04528822476472864,agency nigeria
Sunday,119.34902224372986,-0.012957278721016591,0.00906625917444127,0.03252145781061177,-0.06711224711946859,Sunday
nigeria sunday,6.750391738143092,-0.09406689782617346,0.045728167098566315,-0.006305880000319175,0.04527564147620695,nigeria sunday
Lagos,6.511353990440822,-0.09054739750534832,0.04571433574338646,-0.008230972403826529,0.045624433135545525,Lagos
sunday lagos,6.511353990440822,-0.09054739750534832,0.04571433574338646,-0.008230972403826529,0.045624433135545525,sunday lagos
lagos the,7.820057653848577,-0.1084546662833672,0.0447473952157657,0.00013404084966262068,0.04782247616947255,lagos the
National,72.66397703457177,-0.1299963624340404,0.03127731313323377,0.06090482782435033,-0.03767111099930744,National
the national,58.52156286804202,-0.1614098402968801,0.037992403247351474,0.0641214653551419,-0.024082684832103168,the national
Pre…,6.906627195536606,0.32271638798942937,-0.07395330037972281,-0.13119277390161888,-0.07269617670947053,Pre…
national pre…,6.128798934365692,-0.08456382263629945,0.04552931504794113,-0.011710158473955066,0.046786438718193234,national pre…
pre… the,6.048113696370303,-0.08323777345710028,0.045464570831769434,-0.012510310047018487,0.04712366925416766,pre… the
th…,31.959741081327234,0.028466100241561303,-0.03358599254722022,-0.016663353743789067,0.04596334012411146,th…
with th…,7.771019620691768,-0.10782595893653397,0.04483461036248862,-8.375948230904777e-05,0.04753451178245626,with th…
+3342,7.544330219047134,-0.10489514921726349,0.04517946837200461,-0.0011892913971555256,0.046442285689033275,+3342
th… +3342,7.544330219047134,-0.10489514921726349,0.04517946837200461,-0.0011892913971555256,0.046442285689033275,th… +3342
chars,570.0512257545117,-0.054103802035665956,-0.001241349242077519,0.06691634696564909,-0.08342089962170958,chars
+3342 char+s,7.3066078813720425,-0.10176208485926236,0.045445580060321726,-0.0025191992307904815,0.04568602447402829,+3342 char+s
How,28.649533913147028,0.0631691899459026,-0.010332005901003005,0.006289940460481705,-0.07218788060237795,How
Communities,10.545144789860935,0.03982448732279949,0.005464108787522364,-0.0029137561434182343,-0.04701983920417168,Communities
how communities,7.020043309021466,-0.09495063422534437,0.048872396941096095,-0.0009605824998237521,0.03146625542699815,how communities
Are,17.142252500827333,-0.15342416862932037,0.05428460713885546,0.04270800251006488,-0.009252017252553145,Are
communities are,7.115432406823298,-0.09608679304085999,0.04900786272411451,-0.00012524202043393026,0.0307409940220833,communities are
Building,9.408607026343105,-0.11751531449406896,0.051333888592180604,0.015733347931457455,0.016581310791274183,Building
are building,7.1485318054534135,-0.09647511395729187,0.04905388370478253,0.00016038635276754555,0.030492539704264462,are building
Resilience,7.2255654484983,-0.09736737958149361,0.04915908941786425,0.0008169275912593352,0.029920545346345095,Resilience
building resilience,9.518037433555785,-0.1183251293807198,0.0514132710338941,0.016336578616799952,0.016027825493169775,building resilience
Against,7.324890483238411,-0.0984947580944362,0.04929094164180541,0.0016469447783311118,0.0291956140328419,Against
resilience against,7.324890483238411,-0.0984947580944362,0.04929094164180541,0.0016469447783311118,0.0291956140328419,resilience against
Flooding,94.25043955644499,-0.06356581005675445,-0.013088239280105128,0.04140357103192633,-4.666361435919932e-05,Flooding
against flooding,7.401021741908439,-0.0993418410778151,0.04938922133701252,0.002270950744951852,0.028649284344687744,against flooding
flooding how,4.62787465766477,-0.05395536246023322,0.04319334339264278,-0.03080869243343485,0.05610717758066067,flooding how
Diana,5.322616793061775,-0.0691343484054365,0.04547160198763372,-0.019812683659809288,0.047308892467679095,Diana
flooding diana,5.322616793061775,-0.0691343484054365,0.04547160198763372,-0.019812683659809288,0.047308892467679095,flooding diana
Ionescu,5.37431263131973,-0.0701252227381344,0.045613315939915355,-0.01909305338548639,0.046722083811609194,Ionescu
diana ionescu,5.37431263131973,-0.0701252227381344,0.045613315939915355,-0.01909305338548639,0.046722083811609194,diana ionescu
Sun,5.447327331495476,-0.07149677226722305,0.04580803064657476,-0.018096517228001194,0.045907191880648845,Sun
ionescu sun,5.447327331495476,-0.07149677226722305,0.04580803064657476,-0.018096517228001194,0.045907191880648845,ionescu sun
01/05/2025,5.495555720713758,-0.07238531597405762,0.04593327727302646,-0.01745064306042586,0.04537762114694965,01/05/2025
sun 01/05/2025,5.495555720713758,-0.07238531597405762,0.04593327727302646,-0.01745064306042586,0.04537762114694965,sun 01/05/2025
11:00,5.631581528356907,-0.0748200852405145,0.046272844176599014,-0.015679664239397307,0.04391976628648966,11:00
01/05/2025 11:00,5.631581528356907,-0.0748200852405145,0.046272844176599014,-0.015679664239397307,0.04391976628648966,01/05/2025 11:00
Primary,5.760667297815641,-0.07703833918560886,0.046577558531321624,-0.014064617938405997,0.04258283980706478,Primary
11:00 primary,5.760667297815641,-0.07703833918560886,0.046577558531321624,-0.014064617938405997,0.04258283980706478,11:00 primary
Image,5.864167785305011,-0.07875592622388095,0.04681043084561376,-0.01281302715962529,0.04154186464798586,Image
primary image,5.864167785305011,-0.07875592622388095,0.04681043084561376,-0.01281302715962529,0.04154186464798586,primary image
image flooding,4.863824669250914,-0.05953865359146665,0.04405453378700211,-0.02676939277656128,0.052911352364073974,image flooding
becoming,24.57708169465942,-0.20160633381955376,0.02261871363448087,0.04595595485390419,0.0705005592218424,becoming
flooding becoming,12.356817697743171,-0.135250144277774,0.0529332639773132,0.02900454737456543,0.004148778182881485,flooding becoming
increasingly,11.96929901006319,-0.13331259473100926,0.05277248466351446,0.027548905562192236,0.005538660626154547,increasingly
becoming increasingly,11.96929901006319,-0.13331259473100926,0.05277248466351446,0.027548905562192236,0.005538660626154547,becoming increasingly
deadly,211.42040403217916,-0.04824405649053914,0.008013314448013054,0.05561671640534264,-0.07761802636735872,deadly
increasingly deadly,11.692249609427625,-0.1318672168081846,0.05265035880150661,0.026463861625980738,0.00657047777691286,increasingly deadly
deadly and,26.6786296656579,-0.17392121745488776,0.05550518578265338,0.05820021684074903,-0.0250822335700551,deadly and
costly,18.793104216632134,0.05056235054616503,-0.05416083042108114,-0.02954551852886047,0.07165984618745613,costly
and costly,11.84201077086017,-0.13265499710635265,0.05271715425607566,0.027055156862077333,0.006008634294289095,and costly
costly for,12.347792189210868,-0.1352060810723056,0.05292964470029093,0.02897142964598034,0.004180471731883149,costly for
American,18.497571444482446,-0.12298299247541308,0.030764212683503076,0.02101499202023055,0.039767679164448615,American
for american,12.677545018561302,-0.13678467898928467,0.0530582366931641,0.030158289709296144,0.0030425604164826927,for american
communities,43.61837060156951,-0.10183691217822502,0.02334099951757249,0.05823493220389444,-0.048579343222783414,communities
american communities,13.564777253479111,-0.1407380722520347,0.05337070404520117,0.03313397810957561,0.00017069560094421093,american communities
recent,151.5751881267878,0.1328321136244306,-0.048596038304169455,-0.0038206707345346965,-0.08566218710170054,recent
years,57.67048279217421,0.09450063979179776,-0.02979575675473085,0.00810880498790865,-0.08786400338436473,years
recent year+s,17.760904992834796,-0.1552232592499845,0.05440377271247599,0.044067865901160116,-0.010612885067678593,recent year+s
year+s the,20.53737239712365,-0.1622922350632411,0.05484855531800522,0.04941287774572926,-0.016015611338379036,year+s the
cost,29.96067147773006,-0.07989981238222173,0.03512837686437516,0.04223618915713862,-0.053469574049464744,cost
the cost,26.2242599508437,-0.17646072905588586,0.056374672938323885,0.060462447159412444,-0.02894913197056885,the cost
cost flooding,36.56900707151151,-0.1863154369219889,0.056116097410415365,0.06753181601326379,-0.03495705364177394,cost flooding
flooding has,52.691305111875835,-0.1470766456996859,0.04629567481518949,0.06626963216835431,-0.055156365889884734,flooding has
reached,20.360581374129367,-0.10352746711003882,0.03897584627281571,0.04052036458764433,-0.030927654412427164,reached
has reached,20.041364466773157,-0.1611350388873651,0.05477823120577388,0.04853783153324158,-0.015125269479469251,has reached
reached flooding,9.894852061073202,-0.12100413091854334,0.051671495469598205,0.018334149143078588,0.014187108721515957,reached flooding
almost,10.171932296462453,-0.12287320363055247,0.051847678167728936,0.019729583039376032,0.01289405768882839,almost
reached almost,10.171932296462453,-0.12287320363055247,0.051847678167728936,0.019729583039376032,0.01289405768882839,reached almost
496,9.215063252908363,-0.11604562180689353,0.05118824465528192,0.014639293342910626,0.017582334203500534,496
almost 496,9.215063252908363,-0.11604562180689353,0.05118824465528192,0.014639293342910626,0.017582334203500534,almost 496
billion,8.85353403938364,-0.11316347189697784,0.05089671091059543,0.012496504595900253,0.01953244038004431,billion
496 billion,8.85353403938364,-0.11316347189697784,0.05089671091059543,0.012496504595900253,0.01953244038004431,496 billion
annually,8.275643494578265,-0.10813980216468635,0.05036975888604591,0.008770236556325434,0.02289075485523135,annually
billion annually,8.275643494578265,-0.10813980216468635,0.05036975888604591,0.008770236556325434,0.02289075485523135,billion annually
article,7.430477149470959,-0.09966571620039272,0.0494266183535352,0.0025096145883978147,0.028440027668343297,article
Governing,7.043360824441975,-0.09523073586171696,0.048905906818804704,-0.0007546921574779404,0.03128768494645938,Governing
article governing,7.043360824441975,-0.09523073586171696,0.048905906818804704,-0.0007546921574779404,0.03128768494645938,article governing
Carl,6.732136432618054,-0.09135890175159327,0.0484361631731465,-0.003597883925738858,0.033742769525729605,Carl
governing carl,6.732136432618054,-0.09135890175159327,0.0484361631731465,-0.003597883925738858,0.033742769525729605,governing carl
Smith,6.609398137182251,-0.08974809805223613,0.048236594176093425,-0.0047789794002719216,0.034755802078412175,Smith
carl smith,6.609398137182251,-0.08974809805223613,0.048236594176093425,-0.0047789794002719216,0.034755802078412175,carl smith
+934,6.391344264967064,-0.08675809336874951,0.04785973100878025,-0.00696869588908732,0.036623401218374006,+934
smith +934,6.391344264967064,-0.08675809336874951,0.04785973100878025,-0.00696869588908732,0.036623401218374006,smith +934
+934 chars,6.293844607317229,-0.08536453044518667,0.04768124514873491,-0.007988116313053854,0.037488219630534274,+934 chars
Floods,57.71550795550019,0.1586491559153757,-0.08320449860825944,0.006161052283617501,-0.09465058775682744,Floods
linked,2.726122258423091,0.43994218556843967,-0.31174958206018755,-0.02798374073546065,-0.19783026884738006,linked
floods linked,3.2853677349814836,0.6228796448949898,-0.49834799012264613,-0.21458214879791918,-0.015605635565627203,floods linked
rise,48.690248369456924,-0.1262422798108315,0.01679331298215638,0.08018854184921949,-0.06382340312114765,rise
linked rise,2.844733212416711,0.42506819162670706,-0.3543386897602673,0.02241222594629805,-0.24041937654745965,linked rise
deaths,38.90881589876005,-0.17835304725165302,-0.14390009568596215,0.23855645543659676,-0.19829149764635295,deaths
rise deaths,3.2556943767476203,0.326054778023976,-0.489274979873007,0.19111458534556847,-0.37535566666019937,rise deaths
from,390.10099144213143,-0.04432549155280314,-0.00692995755804277,0.06287521250538701,-0.07660454522956688,from
deaths from,2.970400462186767,0.44452897544630704,-0.3975661802517308,0.04225675781681729,-0.28364686703892295,deaths from
several,36.71311116550116,0.0639785459632263,-0.017522430601490852,0.021848473934677995,-0.09715315865980723,several
from several,2.907597244034836,0.4874083076095798,-0.3761964515526219,-0.011937375181890596,-0.2622771383398141,from several
major,127.36071526394596,-0.1452638898339819,0.008184861664454176,0.07316078478693644,-0.016668635431372415,major
several major,7.97864222203953,0.14629767136278019,-0.060185765161618526,-0.007901637677564752,-0.07878610760934521,several major
causes,13.224939996148297,0.1891016984845692,-0.11016602731437376,0.028999346773928333,-0.15427535906960596,causes
major causes,2.870830229396351,0.5753453121289591,-0.36347066724740096,-0.10967952074074648,-0.2495513540345934,major causes
Over,27.20333275478406,0.06291563120907975,0.01823531200575879,0.0025718718137823864,-0.10665202679606577,Over
causes over,2.892733444679252,0.6177175370098643,-0.3710712844925689,-0.1497310231358372,-0.2571519712797613,causes over
over the,119.36745729944424,0.03911028941855064,-0.045446415749115406,0.014376472132929745,-0.011729328543588763,over the
last,63.953360689941874,0.14377945919722357,-0.06529341702903835,0.017165275904753554,-0.12402307311045715,last
the les+t,8.051453686163835,0.5847618515618771,-0.2654761442801443,-0.16671272372058826,-0.2710747547938264,the les+t
les+t year+s,4.01667138156426,0.9381501442481929,-0.6993229458748165,-0.32778748460090845,-0.5854036326620088,les+t year+s
large,20.243484731188417,0.5186450037777118,-0.25988012429286683,-0.2148099244957348,-0.03908664724610136,large
year+s large,4.43807313075985,1.0269437921998033,-0.799089703462684,-0.43018191633206065,-0.6851703902498761,year+s large
floods,286.365739497888,1.1179468483898105,-0.7995953139697008,-0.6650471576601518,-0.7172255888685235,floods
large floods,5.396588425991231,1.1741870541628276,-0.9946363817265332,-0.6747532798709536,-0.8807170685137257,large floods
were,119.7599200637675,0.028978167942567558,-0.032833604538012484,0.02470974725008601,-0.038791155822980504,were
floods were,4.398074514991658,1.0015524584239783,-0.7900362356892721,-0.3808648312683955,-0.6761169224764645,floods were
associated,4.124900800379495,0.932698665391386,-0.7259113718781528,-0.29543768808775367,-0.6119920586653452,associated
were associated,4.124900800379495,0.932698665391386,-0.7259113718781528,-0.29543768808775367,-0.6119920586653452,were associated
associated with,3.8518824522566737,0.8224485197059781,-0.6574313782148801,-0.16783620842909058,-0.5435120650020726,associated with
24.9,3.7770753674006223,0.7301114209981026,-0.637819398607282,-0.060189334584543445,-0.5239000853944743,24.9
with 24.9,3.7770753674006223,0.7301114209981026,-0.637819398607282,-0.060189334584543445,-0.5239000853944743,with 24.9
percent,4.5225018049637455,0.5769450563129115,-0.8179347381682758,0.19003139894054866,-0.7040154249554683,percent
24.9 percent,3.794916370527311,0.6859025823591102,-0.642531774626609,-0.006710990558336036,-0.5286124614138015,24.9 percent
higher,36.49335788978583,0.042142310545815215,-0.019945534603733165,0.04047311165413145,-0.10854195533776767,higher
percent higher,3.9355816896340943,0.5958965783700538,-0.6789280962755029,0.10368089320207892,-0.5650087830626954,percent higher
death,70.09041759000277,-0.1911071001574555,-0.1312869888546725,0.2293186978891478,-0.17425796496776647,death
higher death,4.429769353361146,0.41632219404433557,-0.7972169187711257,0.29345174461646534,-0.6832976055583181,higher death
rates,3.6272857949529214,0.664067071298175,-0.597354054483083,-0.013662158417985047,-0.4834347412702754,rates
death rat+es,3.6272857949529214,0.664067071298175,-0.597354054483083,-0.013662158417985047,-0.4834347412702754,death rat+es
rat+es from,3.7578786300360125,0.5691095888237377,-0.6327240048185675,0.10031543077362687,-0.51880469160576,rat+es from
from major,8.255220976064427,0.2112176487413642,-0.17411665525011716,-0.0074302374873870015,-0.022556795491474012,from major
mortality,3.4162736877054583,0.5976134016514462,-0.5374197928421799,0.01193385139121069,-0.4235004796293724,mortality
major mortality,3.4162736877054583,0.5976134016514462,-0.5374197928421799,0.01193385139121069,-0.4235004796293724,major mortality
mortality causes,3.4817407128208306,0.67496281190086,-0.5564017743327447,-0.05510537985869482,-0.44248246111993716,mortality causes
causes the,3.5899247262428684,0.8222761257033427,-0.5870006354335182,-0.2245940963948692,-0.4730813222207108,causes the
U.S,147.70240210565984,-0.13722819694345822,0.0064335016563069015,0.07048121481498562,-0.016054844620309303,U.S
the u.s,59.76264854762118,-0.0978909806581226,-0.0018955024750330624,0.053273715413111024,-0.005810018759495597,the u.s
compared,3.173671740624434,0.6250769604828305,-0.46375859617602544,-0.07341326988919414,-0.3498392829632177,compared
normal,3.1807051094542085,0.6619253917698655,-0.46597230551935614,-0.11325003475449603,-0.3520529923065484,normal
compared normal,3.1807051094542085,0.6619253917698655,-0.46597230551935614,-0.11325003475449603,-0.3520529923065484,compared normal
conditions,53.526033284291564,-0.07164528729075097,0.012502977646684826,0.0077017378841282595,0.04166463598459812,conditions
normal condition+s,3.1940470514970776,0.6836281575492815,-0.47015818167170553,-0.1356785673475685,-0.3562388684588979,normal condition+s
new,86.15080015579063,0.11542173490421603,-0.05335814147560862,-0.016054734131554532,-0.030524086523326718,new
study,23.40769991790954,0.37293995634006655,-0.23388101061357894,-0.008498082277997546,-0.21022689255167626,study
new study,12.64532968062666,0.2969822435479901,-0.19360182826134628,-0.034209045978318656,-0.07028923641993835,new study
demonstrates,2.672612783138971,0.5857319471821284,-0.29192596516177177,-0.19583174525303038,-0.17800665194896417,demonstrates
study demonstrates,2.672612783138971,0.5857319471821284,-0.29192596516177177,-0.19583174525303038,-0.17800665194896417,study demonstrates
demonstrates the,2.7361403632481243,0.6365943505378965,-0.315417701574679,-0.23213531164907952,-0.2014983883618714,demonstrates the
sweeping,3.67450724761476,0.5162840478064423,-0.2886355623365342,-0.5305423637773031,0.36117278789409585,sweeping
the sweeping,2.7635666736570763,0.6555575858705864,-0.3253915193005617,-0.24564544091107027,-0.2114722060877541,the sweeping
sweeping and,2.8484802696644724,0.7074219655296822,-0.35565501411753986,-0.28328352473104434,-0.2417357009047324,sweeping and
hidden,2.9024437433058123,0.736461714262679,-0.374422453024285,-0.3050969405022567,-0.2605031398114774,hidden
and hidden,2.9024437433058123,0.736461714262679,-0.374422453024285,-0.3050969405022567,-0.2605031398114774,and hidden
effects,10.960295782748515,0.47927882996956833,-0.29428133307760185,-0.19600054982477422,0.03659898431099997,effects
hidden effects,3.0457884249648868,0.8021413754625498,-0.42262919287504114,-0.3562215794639828,-0.30870987966223334,hidden effects
effects floods,3.7872476097996346,1.0181011055575788,-0.6405089317119602,-0.5657630201693883,-0.5265896184991524,effects floods
including,67.28089919422386,-0.06588060646469449,-0.022144341677682894,0.03657241031124426,0.0243158604334743,including
floods including,3.1192994849945577,0.8223138612334607,-0.44647785334541457,-0.36409569959231197,-0.33255854013260716,floods including
including floods,3.7872476097996346,1.0181011055575788,-0.6405089317119602,-0.5657630201693883,-0.5265896184991524,including floods
unrela…,3.208953309386553,0.8463349948615005,-0.4748142129002723,-0.3754313612164291,-0.3608948996874647,unrela…
floods unrela…,3.208953309386553,0.8463349948615005,-0.4748142129002723,-0.3754313612164291,-0.3608948996874647,floods unrela…
unrela… over,2.987090554910422,0.7506170833320686,-0.40316925588891855,-0.2942818027955081,-0.289249942676111,unrela… over
study the,2.460182031656901,0.42072473162017654,-0.20910474458867928,-0.11616511324574877,-0.09518543137587168,study the
journal,2.453223523790395,0.4185399323187419,-0.20627228451990484,-0.11734577093470513,-0.0923529713070972,journal
the journal,2.453223523790395,0.4185399323187419,-0.20627228451990484,-0.11734577093470513,-0.0923529713070972,the journal
Natur…,2.4402068577807134,0.41428015489081366,-0.200952214264184,-0.1194593766162049,-0.08703290105137639,Natur…
journal natur…,2.4402068577807134,0.41428015489081366,-0.200952214264184,-0.1194593766162049,-0.08703290105137639,journal natur…
+4742,2.428248494808928,0.41016768199411324,-0.19603961420703597,-0.12129370266446404,-0.08212030099422833,+4742
natur… +4742,2.428248494808928,0.41016768199411324,-0.19603961420703597,-0.12129370266446404,-0.08212030099422833,natur… +4742
+4742 char+s,2.419888043413613,0.4071790235136439,-0.19259067681972636,-0.12251604480781143,-0.07867136360691876,+4742 char+s
Climate,10.53961378361874,0.12575466979652294,-0.09347640732406415,-0.11015920093603447,0.17059934574724359,Climate
extremes,3.827431333272511,0.6510044023538611,-0.6510633088024044,-0.8001782786835361,0.5672789987511857,extremes
climat+e extrem+es,2.463961761514278,0.3676292512195929,-0.21063992745842125,-0.3597548973395532,0.32473670807901883,climat+e extrem+es
2024,9.605710237533762,0.6457849574194452,-0.6216459436985339,-0.44329937510329326,0.3116553737561259,2024
extrem+es 2024,2.476276030126222,0.37398694103891117,-0.21562523166256786,-0.36474020154369957,0.3265141450199587,extrem+es 2024
'wreaking,2.4817822606107067,0.3767591231516756,-0.21784635631472155,-0.36696132619585337,0.32734489046677046,'wreaking
2024 'wreaking,2.4817822606107067,0.3767591231516756,-0.21784635631472155,-0.36696132619585337,0.32734489046677046,2024 'wreaking
havoc,7.350389711145373,0.1432420865039654,-0.04324168708921225,-0.09547646058792295,0.07070209535331955,havoc
'wreaking havoc,2.4935506223107775,0.38253833929260084,-0.22257704828024244,-0.3716920181613742,0.3291970225774218,'wreaking havoc
havoc the,2.506468364234656,0.38865417406257474,-0.22774413692503193,-0.3768591068061636,0.33135350557787446,havoc the
global,3.858178682208744,0.7211762271031361,-0.6590646289094897,-0.8081795987906214,0.485187696872531,global
the global,3.670135705292098,0.6444760060567758,-0.6090980390752027,-0.7582130089563345,0.5351542867068179,the global
water,100.60391243975732,-0.05396916540748629,-0.008972848210547982,0.051352253196130106,-0.037115893051433514,water
global water,3.5269948808046045,0.6459561487018952,-0.5693156005958808,-0.7184305704770125,0.49234965880071097,global water
cycle,3.8046476273281815,0.6478412635263135,-0.6450927800006951,-0.7942077498818269,0.5655246319978356,cycle
water cycl+e,2.5316863432350445,0.3999091594378415,-0.23775502030268972,-0.3868699901838214,0.33595225819037355,water cycl+e
cycl+e 2024,2.476276030126222,0.37398694103891117,-0.21562523166256786,-0.36474020154369957,0.3265141450199587,cycl+e 2024
another,92.96008540207379,-0.00337770948890348,-0.03333596087955227,0.009448661820791534,0.029109088208044403,another
2024 another,3.085687670428148,0.556156981893848,-0.4356439410469218,-0.5847589109280537,0.4469751399762628,2024 another
