,phrase,label,sentiment,subjectivity,language,count
Storm Chandra,Storm Chandra,PRODUCT,,,en,22.59999999999999
last year,last year,DATE,,,en,22.399999999999995
World Cup,World Cup,EVENT,,,en,21.699999999999996
season,season,DATE,,,en,21.599999999999998
July 4,July 4,DATE,,,en,21.399999999999995
this summer,this summer,DATE,,,en,21.299999999999997
Bali,Bali,NORP,-0.0328757225433526,0.07345857418111754,en,21.299999999999994
at least two,at least two,CARDINAL,,,en,21.199999999999996
night,night,TIME,,,en,21.099999999999998
more than 100,more than 100,CARDINAL,,,en,20.699999999999996
more than 20 years,more than 20 years,DATE,,,en,20.599999999999998
this morning,this morning,TIME,,,en,20.299999999999997
Winter,Winter,DATE,,,en,20.299999999999997
tomorrow,tomorrow,DATE,,,en,20.2
1,1,CARDINAL,,,en,20.0
13,13,CARDINAL,,,en,19.8
months,months,DATE,,,en,19.6
annual,annual,DATE,,,en,19.599999999999998
nine,nine,CARDINAL,,,en,19.500000000000004
evening,evening,TIME,,,en,19.500000000000004
20 years,20 years,DATE,,,en,19.3
Indian,Indian,NORP,,,en,18.999999999999996
19,19,CARDINAL,,,en,18.999999999999996
Australian,Australian,NORP,,,en,18.8
Australians,Australians,NORP,,,en,18.400000000000002
a year,a year,DATE,,,en,18.4
12,12,CARDINAL,,,en,18.3
10,10,CARDINAL,,,en,18.100000000000005
Spanish,Spanish,NORP,,,en,17.9
the past week,the past week,DATE,,,en,17.7
yesterday,yesterday,DATE,,,en,17.000000000000004
46,46,CARDINAL,,,en,16.900000000000002
Dozens,Dozens,CARDINAL,,,en,16.700000000000006
daily,daily,DATE,,,en,16.000000000000007
more than 200,more than 200,CARDINAL,,,en,16.0
last summer,last summer,DATE,,,en,15.900000000000004
recent days,recent days,DATE,,,en,15.700000000000005
last month,last month,DATE,,,en,15.600000000000003
Today,Today,DATE,,,en,15.500000000000002
2050,2050,DATE,,,en,15.400000000000004
American,American,NORP,,,en,15.300000000000008
20,20,CARDINAL,,,en,15.200000000000005
2,2,CARDINAL,,,en,14.900000000000002
2024,2024,DATE,,,en,14.700000000000003
6,6,CARDINAL,,,en,13.999999999999996
earlier this week,earlier this week,DATE,,,en,13.800000000000002
a day,a day,DATE,,,en,13.600000000000003
February,February,DATE,,,en,13.400000000000002
this month,this month,DATE,,,en,13.000000000000004
"1,000","1,000",CARDINAL,,,en,13.000000000000002
Tens of thousands,Tens of thousands,CARDINAL,,,en,12.900000000000004
28,28,CARDINAL,,,en,12.900000000000002
Malaysians,Malaysians,NORP,,,en,12.700000000000003
30,30,CARDINAL,,,en,12.600000000000005
third,third,ORDINAL,,,en,12.500000000000004
Palestinian,Palestinian,NORP,,,en,12.500000000000002
afternoon,afternoon,TIME,,,en,12.5
"more than 1,000","more than 1,000",CARDINAL,,,en,12.300000000000002
at least three,at least three,CARDINAL,,,en,12.3
"100,000","100,000",CARDINAL,,,en,12.200000000000003
Canadian,Canadian,NORP,,,en,12.100000000000003
100,100,CARDINAL,,,en,12.100000000000001
at least four,at least four,CARDINAL,,,en,12.000000000000002
Philippine,Philippine,NORP,,,en,12.0
39,39,DATE,,,en,11.900000000000002
Seven,Seven,CARDINAL,,,en,11.900000000000002
last weeks,last weeks,DATE,,,en,11.800000000000002
Hawaiian,Hawaiian,NORP,,,en,11.800000000000002
8,8,CARDINAL,,,en,11.800000000000002
Canadians,Canadians,NORP,,,en,11.799999999999999
Thai,Thai,NORP,,,en,11.600000000000001
26,26,CARDINAL,,,en,11.5
2023,2023,DATE,,,en,11.4
Five,Five,CARDINAL,,,en,11.300000000000002
at least six,at least six,CARDINAL,,,en,11.200000000000003
18,18,CARDINAL,,,en,11.200000000000001
at least one,at least one,CARDINAL,,,en,11.100000000000001
62,62,CARDINAL,,,en,11.100000000000001
the week,the week,DATE,,,en,11.000000000000002
First,First,ORDINAL,,,en,11.000000000000002
42,42,CARDINAL,,,en,10.900000000000002
Great Ocean Road,Great Ocean Road,FAC,,,en,10.900000000000002
40,40,CARDINAL,,,en,10.9
the BP Highway,the BP Highway,FAC,,,en,10.800000000000002
16,16,CARDINAL,,,en,10.8
a week ago,a week ago,DATE,,,en,10.700000000000001
week,week,DATE,,,en,10.600000000000001
September,September,DATE,,,en,10.500000000000002
hours,hours,TIME,,,en,10.5
2022,2022,DATE,,,en,10.3
African,African,NORP,,,en,10.100000000000001
recent years,recent years,DATE,,,en,10.000000000000004
"More than 1,000","More than 1,000",CARDINAL,,,en,10.000000000000002
At least one,At least one,CARDINAL,,,en,10.000000000000002
Nigerian,Nigerian,NORP,,,en,10.000000000000002
year,year,DATE,,,en,9.9
Israeli,Israeli,NORP,,,en,9.9
two years,two years,DATE,,,en,9.8
April,April,CARDINAL,,,en,9.6
at least 20,at least 20,CARDINAL,,,en,9.500000000000002
noon,noon,TIME,,,en,9.500000000000002
last night,last night,TIME,,,en,9.400000000000002
August,August,DATE,,,en,9.3
the day,the day,DATE,,,en,9.299999999999999
Overnight,Overnight,TIME,,,en,9.200000000000001
at least 26,at least 26,CARDINAL,,,en,9.2
day,day,DATE,,,en,9.100000000000001
June,June,DATE,,,en,9.100000000000001
Malaysian,Malaysian,NORP,,,en,9.100000000000001
Moroccan,Moroccan,NORP,,,en,9.100000000000001
fourth,fourth,ORDINAL,,,en,9.0
German,German,NORP,,,en,8.900000000000002
at least 37,at least 37,CARDINAL,,,en,8.900000000000002
Pakistans,Pakistans,NORP,,,en,8.9
less than a week,less than a week,DATE,,,en,8.9
last week's,last week's,DATE,,,en,8.800000000000002
Christian,Christian,NORP,,,en,8.700000000000001
Kruger National Park,Kruger National Park,FAC,,,en,8.700000000000001
weekend,weekend,DATE,,,en,8.600000000000001
14,14,CARDINAL,,,en,8.500000000000004
at least 13,at least 13,CARDINAL,,,en,8.500000000000002
the year,the year,DATE,,,en,8.5
50,50,CARDINAL,,,en,8.5
New Yorkers,New Yorkers,NORP,,,en,8.4
2021,2021,DATE,,,en,8.3
at least 16,at least 16,CARDINAL,,,en,8.3
Days,Days,DATE,,,en,8.3
"nearly 1,000","nearly 1,000",CARDINAL,,,en,8.200000000000001
at least 12,at least 12,CARDINAL,,,en,8.200000000000001
7,7,CARDINAL,,,en,8.200000000000001
21,21,CARDINAL,,,en,8.100000000000001
last Friday,last Friday,DATE,,,en,8.000000000000002
half,half,CARDINAL,,,en,8.0
At least 10,At least 10,CARDINAL,,,en,8.0
Four,Four,CARDINAL,,,en,8.0
two decades,two decades,DATE,,,en,8.0
4pm,4pm,TIME,,,en,7.900000000000001
Nigerians,Nigerians,NORP,,,en,7.9
March,March,DATE,,,en,7.800000000000001
"1,200","1,200",CARDINAL,,,en,7.800000000000001
33,33,CARDINAL,,,en,7.800000000000001
the World Cup,the World Cup,EVENT,,,en,7.8
the days,the days,DATE,,,en,7.700000000000001
three days,three days,DATE,,,en,7.6000000000000005
December,December,DATE,,,en,7.6000000000000005
Asian,Asian,NORP,,,en,7.6000000000000005
At least two,At least two,CARDINAL,,,en,7.500000000000001
last year’s,last year’s,DATE,,,en,7.500000000000001
29,29,CARDINAL,,,en,7.400000000000001
Six,Six,CARDINAL,,,en,7.400000000000001
Democrats,Democrats,NORP,,,en,7.400000000000001
at least 23,at least 23,CARDINAL,,,en,7.400000000000001
Kenyan,Kenyan,NORP,,,en,7.300000000000002
French,French,NORP,,,en,7.300000000000001
Torrential,Torrential,DATE,0.5489734437102858,1.0083668767879297,en,7.300000000000001
at least 17,at least 17,CARDINAL,,,en,7.300000000000001
Irish,Irish,NORP,,,en,7.3
fifth,fifth,ORDINAL,,,en,7.200000000000001
248,248,CARDINAL,,,en,7.1000000000000005
next week,next week,DATE,,,en,7.000000000000001
Pakistani,Pakistani,NORP,,,en,7.0
43,43,CARDINAL,,,en,6.9
15,15,CARDINAL,,,en,6.800000000000001
9,9,CARDINAL,,,en,6.800000000000001
Republican,Republican,NORP,,,en,6.8
tens of millions,tens of millions,MONEY,,,en,6.700000000000001
At least four,At least four,CARDINAL,,,en,6.700000000000001
Russian,Russian,NORP,,,en,6.700000000000001
recent weeks,recent weeks,DATE,,,en,6.7
this afternoon,this afternoon,TIME,,,en,6.7
the rainy season,the rainy season,DATE,,,en,6.7
Christmas Eve,Christmas Eve,DATE,,,en,6.7
Brazilian,Brazilian,NORP,,,en,6.7
at least five,at least five,CARDINAL,,,en,6.6999999999999975
Victorian,Victorian,NORP,,,en,6.6000000000000005
more than half a million,more than half a million,CARDINAL,,,en,6.6000000000000005
+12 chars,+12 chars,WORK_OF_ART,,,en,6.500000000000001
80,80,CARDINAL,,,en,6.500000000000001
55,55,CARDINAL,,,en,6.500000000000001
a month,a month,DATE,,,en,6.500000000000001
"10,000","10,000",CARDINAL,,,en,6.5
July 13,July 13,DATE,,,en,6.4
early Saturday,early Saturday,TIME,,,en,6.4
"more than 50,000","more than 50,000",CARDINAL,,,en,6.4
1.5 million,1.5 million,CARDINAL,,,en,6.4
"11,000","11,000",MONEY,,,en,6.4
About 100,About 100,CARDINAL,,,en,6.4
37,37,CARDINAL,,,en,6.4
49,49,CARDINAL,,,en,6.4
"More than 2,000","More than 2,000",CARDINAL,,,en,6.4
Borno,Borno,NORP,-1.0932748538011696,1.9595029239766082,en,6.4
Months,Months,DATE,,,en,6.3999999999999995
countrys,countrys,NORP,,,en,6.300000000000001
later this week,later this week,DATE,,,en,6.3
January,January,DATE,,,en,6.3
24,24,CARDINAL,,,en,6.200000000000001
At least three,At least three,CARDINAL,,,en,6.2
up to,up to,QUANTITY,,,en,6.1000000000000005
2019,2019,DATE,,,en,6.1000000000000005
127,127,CARDINAL,,,en,6.1000000000000005
2008,2008,DATE,,,en,6.000000000000001
the past two days,the past two days,DATE,,,en,6.000000000000001
a weekend,a weekend,DATE,,,en,6.0
20 Years,20 Years,DATE,,,en,6.0
More than 100,More than 100,CARDINAL,,,en,6.0
60,60,MONEY,,,en,5.900000000000001
trillions of gallons,trillions of gallons,QUANTITY,,,en,5.9
At least 30,At least 30,CARDINAL,,,en,5.9
early next week,early next week,DATE,,,en,5.9
more than a dozen,more than a dozen,CARDINAL,,,en,5.9
one year,one year,DATE,,,en,5.8
the next few days,the next few days,DATE,,,en,5.8
just days,just days,DATE,,,en,5.700000000000001
Indias,Indias,NORP,0.0798748353096179,0.7556818181818181,en,5.7
2011,2011,DATE,,,en,5.7
tonight,tonight,TIME,,,en,5.7
early Friday,early Friday,DATE,,,en,5.7
at least eight,at least eight,CARDINAL,,,en,5.7
300,300,MONEY,,,en,5.6000000000000005
22,22,CARDINAL,,,en,5.6000000000000005
several days,several days,DATE,,,en,5.6000000000000005
zero,zero,CARDINAL,,,en,5.6000000000000005
coming days,coming days,DATE,,,en,5.6000000000000005
at least 18,at least 18,CARDINAL,,,en,5.500000000000001
82,82,CARDINAL,,,en,5.5
at least 50,at least 50,CARDINAL,,,en,5.5
billions of dollars,billions of dollars,MONEY,,,en,5.5
500,500,CARDINAL,,,en,5.5
more than 130,more than 130,CARDINAL,,,en,5.5
at least 140,at least 140,CARDINAL,,,en,5.5
2nd,2nd,ORDINAL,,,en,5.5
at least 33,at least 33,CARDINAL,,,en,5.5
"1,300","1,300",CARDINAL,,,en,5.5
New Year's Day,New Year's Day,EVENT,,,en,5.5
last year's,last year's,DATE,,,en,5.5
At least 17,At least 17,CARDINAL,,,en,5.5
Southeast Asian,Southeast Asian,NORP,,,en,5.5
"1,500","1,500",CARDINAL,,,en,5.5
early Thursday,early Thursday,DATE,,,en,5.5
66,66,DATE,,,en,5.5
56,56,CARDINAL,,,en,5.5
July 1,July 1,DATE,,,en,5.5
Second,Second,ORDINAL,,,en,5.5
one day,one day,DATE,,,en,5.5
English,English,LANGUAGE,,,en,5.5
May,May,DATE,,,en,5.499999999999999
Sabah,Sabah,NORP,0.014107611548556437,0.0844269466316711,en,5.4
Typhoon Kalmaegi,Typhoon Kalmaegi,WORK_OF_ART,,,en,5.4
At least 14,At least 14,CARDINAL,,,en,5.4
two months,two months,DATE,,,en,5.3999999999999995
24 hours,24 hours,TIME,,,en,5.300000000000001
"more than 1,500","more than 1,500",CARDINAL,,,en,5.300000000000001
47,47,CARDINAL,,,en,5.300000000000001
another day,another day,DATE,,,en,5.300000000000001
month,month,DATE,,,en,5.3
November,November,DATE,,,en,5.2
"July 4, 2025","July 4, 2025",DATE,,,en,5.2
112,112,CARDINAL,,,en,5.2
Hundreds of thousands,Hundreds of thousands,CARDINAL,,,en,5.2
Republicans,Republicans,NORP,,,en,5.1000000000000005
earlier this year,earlier this year,DATE,,,en,5.1000000000000005
79,79,CARDINAL,,,en,5.1
the evening,the evening,TIME,,,en,5.1
"more than 1,600","more than 1,600",CARDINAL,,,en,5.1
next year,next year,DATE,,,en,5.000000000000001
next summer,next summer,DATE,,,en,5.0
|,|,CARDINAL,,,en,5.0
400,400,CARDINAL,,,en,5.0
midnight,midnight,TIME,,,en,5.0
Sunday night,Sunday night,TIME,,,en,4.9
Japanese,Japanese,NORP,,,en,4.9
Somali,Somali,NORP,,,en,4.9
44,44,CARDINAL,,,en,4.9
115,115,CARDINAL,,,en,4.9
more than 800,more than 800,CARDINAL,,,en,4.9
Hurricane Helene,Hurricane Helene,EVENT,,,en,4.8999999999999995
At least 46,At least 46,CARDINAL,,,en,4.8999999999999995
later today,later today,TIME,,,en,4.8999999999999995
"4,000","4,000",CARDINAL,,,en,4.8999999999999995
35,35,CARDINAL,,,en,4.8999999999999995
52,52,CARDINAL,,,en,4.8999999999999995
October 2024,October 2024,DATE,,,en,4.8
November 2025,November 2025,DATE,,,en,4.7
250,250,CARDINAL,,,en,4.7
British,British,NORP,,,en,4.7
23,23,CARDINAL,,,en,4.7
a million,a million,CARDINAL,,,en,4.699999999999999
"5,500","5,500",CARDINAL,,,en,4.6
"More than 1,300","More than 1,300",CARDINAL,,,en,4.6
Sunday afternoon,Sunday afternoon,TIME,,,en,4.6
Nov 25,Nov 25,DATE,,,en,4.6
the next 48 hours,the next 48 hours,TIME,,,en,4.6
six months,six months,DATE,,,en,4.6
at least 81,at least 81,CARDINAL,,,en,4.6
"more than 1,400","more than 1,400",CARDINAL,,,en,4.6
442,442,CARDINAL,,,en,4.6
Gazans,Gazans,NORP,,,en,4.6
February 2026,February 2026,DATE,,,en,4.6
700,700,CARDINAL,,,en,4.6
139,139,CARDINAL,,,en,4.6
the past few decades,the past few decades,DATE,,,en,4.6
Aquaman,Aquaman,PRODUCT,,,en,4.6
"around 1,200","around 1,200",CARDINAL,,,en,4.6
the next seven days,the next seven days,DATE,,,en,4.6
145,145,CARDINAL,,,en,4.6
800,800,CARDINAL,,,en,4.6
the past two weeks,the past two weeks,DATE,,,en,4.6
Typhoon Tino,Typhoon Tino,EVENT,,,en,4.6
December 2025,December 2025,DATE,,,en,4.6
May 19,May 19,DATE,,,en,4.6
at least 145,at least 145,CARDINAL,,,en,4.6
Summer,Summer,DATE,,,en,4.6
600,600,CARDINAL,,,en,4.6
News24 |,News24 |,DATE,,,en,4.6
2pm,2pm,TIME,,,en,4.6
last-minute,last-minute,TIME,,,en,4.6
the next 24 hours,the next 24 hours,TIME,,,en,4.6
350,350,CARDINAL,,,en,4.6
over 200,over 200,CARDINAL,,,en,4.6
over a million,over a million,CARDINAL,,,en,4.6
more than 125,more than 125,CARDINAL,,,en,4.6
nearly 200,nearly 200,CARDINAL,,,en,4.6
Memorial Day weekend,Memorial Day weekend,DATE,,,en,4.6
at least 44,at least 44,CARDINAL,,,en,4.500000000000001
last years,last years,DATE,,,en,4.5
Mexican,Mexican,NORP,,,en,4.5
Feb 25,Feb 25,DATE,,,en,4.3999999999999995
the early hours,the early hours,TIME,,,en,4.3999999999999995
This Week,This Week,DATE,,,en,4.3999999999999995
249,249,CARDINAL,,,en,4.3999999999999995
2028,2028,DATE,,,en,4.3999999999999995
"More than 300,000","More than 300,000",CARDINAL,,,en,4.3999999999999995
Afghan,Afghan,NORP,-0.8114285714285714,2.6989285714285716,en,4.3
Iranian,Iranian,NORP,,,en,4.3
the summer,the summer,DATE,,,en,4.3
ten,ten,CARDINAL,,,en,4.3
At least 20,At least 20,CARDINAL,,,en,4.3
the past month,the past month,DATE,,,en,4.3
at least 41,at least 41,CARDINAL,,,en,4.3
2018,2018,CARDINAL,,,en,4.3
more than a million,more than a million,CARDINAL,,,en,4.200000000000001
498,498,CARDINAL,,,en,4.2
247,247,CARDINAL,,,en,4.2
the past 24 hours,the past 24 hours,TIME,,,en,4.2
Weeks,Weeks,DATE,,,en,4.2
Wednesday evening,Wednesday evening,TIME,,,en,4.2
Democratic,Democratic,NORP,,,en,4.2
"2,000","2,000",CARDINAL,,,en,4.1000000000000005
the coming weeks,the coming weeks,DATE,,,en,4.0
1.4 million,1.4 million,CARDINAL,,,en,4.0
"nearly 100,000","nearly 100,000",CARDINAL,,,en,4.0
a decade,a decade,DATE,,,en,4.0
Christmas Day,Christmas Day,DATE,,,en,3.9999999999999996
140,140,CARDINAL,,,en,3.9999999999999996
"15,000","15,000",CARDINAL,,,en,3.9999999999999996
36,36,CARDINAL,,,en,3.9999999999999996
Fourth of July,Fourth of July,DATE,,,en,3.9999999999999996
at least 11,at least 11,CARDINAL,,,en,3.9000000000000004
At least five,At least five,CARDINAL,,,en,3.9
235,235,CARDINAL,,,en,3.9
10th,10th,ORDINAL,,,en,3.9
annually,annually,DATE,,,en,3.9
year-end,year-end,DATE,,,en,3.9
early Wednesday,early Wednesday,DATE,,,en,3.9
more than 40,more than 40,CARDINAL,,,en,3.8999999999999995
"more than 300,000","more than 300,000",CARDINAL,,,en,3.8000000000000003
One year,One year,DATE,,,en,3.8
three years,three years,DATE,,,en,3.8
week-long,week-long,DATE,,,en,3.8
41,41,CARDINAL,,,en,3.8
"More than 100,000","More than 100,000",CARDINAL,,,en,3.8
At least 19,At least 19,CARDINAL,,,en,3.8
"200,000","200,000",CARDINAL,,,en,3.8
last weekend,last weekend,DATE,,,en,3.8
This year,This year,DATE,,,en,3.8
the afternoon,the afternoon,TIME,,,en,3.7
At least 40,At least 40,CARDINAL,,,en,3.6999999999999997
Sumatra,Sumatra,NORP,0.0025466893039049277,0.026976042256178112,en,3.6999999999999997
78,78,CARDINAL,,,en,3.6999999999999997
Jan 22,Jan 22,DATE,,,en,3.6999999999999997
seven-year-old,seven-year-old,DATE,,,en,3.6999999999999997
At least 37,At least 37,CARDINAL,,,en,3.6999999999999997
three months,three months,DATE,,,en,3.6999999999999997
2027,2027,CARDINAL,,,en,3.6999999999999997
81,81,CARDINAL,,,en,3.6999999999999997
90mph,90mph,QUANTITY,,,en,3.6999999999999997
More than 17 million,More than 17 million,CARDINAL,,,en,3.6999999999999997
nearly 100,nearly 100,CARDINAL,,,en,3.6999999999999997
at least 19,at least 19,CARDINAL,,,en,3.6999999999999997
seven days,seven days,DATE,,,en,3.6999999999999997
"50,000","50,000",CARDINAL,,,en,3.6999999999999997
1950,1950,DATE,,,en,3.6999999999999997
180 mph,180 mph,QUANTITY,,,en,3.6999999999999997
June 26,June 26,DATE,,,en,3.6999999999999997
310,310,CARDINAL,,,en,3.6999999999999997
more than 230,more than 230,CARDINAL,,,en,3.6999999999999997
January 2024,January 2024,DATE,,,en,3.6999999999999997
nights,nights,TIME,,,en,3.6999999999999997
the last week,the last week,DATE,,,en,3.6999999999999997
earlier this month,earlier this month,DATE,,,en,3.6999999999999997
four months,four months,DATE,,,en,3.6999999999999997
West African,West African,NORP,,,en,3.6999999999999997
more than 80,more than 80,CARDINAL,,,en,3.6999999999999997
Indigenous,Indigenous,NORP,,,en,3.6999999999999997
2016,2016,DATE,,,en,3.6999999999999997
midday,midday,TIME,,,en,3.6999999999999997
Day weekend,Day weekend,DATE,,,en,3.6999999999999997
51,51,CARDINAL,,,en,3.6999999999999997
908,908,CARDINAL,,,en,3.6999999999999997
more than 700,more than 700,CARDINAL,,,en,3.6999999999999997
1bn,1bn,MONEY,,,en,3.6999999999999997
the Great Ocean Road,the Great Ocean Road,FAC,,,en,3.6999999999999997
A year,A year,DATE,,,en,3.6999999999999997
Feb 17,Feb 17,DATE,,,en,3.6999999999999997
more than 300,more than 300,CARDINAL,,,en,3.6999999999999997
rainy season,rainy season,DATE,,,en,3.6999999999999997
more than 20,more than 20,CARDINAL,,,en,3.6999999999999997
Dutch,Dutch,NORP,,,en,3.6999999999999997
nearly half,nearly half,CARDINAL,,,en,3.6999999999999997
the past year,the past year,DATE,,,en,3.6999999999999997
88,88,CARDINAL,,,en,3.6999999999999997
more than a decade,more than a decade,DATE,,,en,3.6999999999999997
74,74,CARDINAL,,,en,3.6999999999999997
six days,six days,DATE,,,en,3.6999999999999997
205,205,CARDINAL,,,en,3.6999999999999997
another six days,another six days,DATE,,,en,3.6999999999999997
"7,000","7,000",CARDINAL,,,en,3.6999999999999997
last summer's,last summer's,DATE,,,en,3.6999999999999997
tens of millions of dollars,tens of millions of dollars,MONEY,,,en,3.6999999999999997
Nearly a million,Nearly a million,CARDINAL,,,en,3.6000000000000005
Dec 4,Dec 4,DATE,,,en,3.6
14 years ago,14 years ago,DATE,,,en,3.5999999999999996
Last month,Last month,DATE,,,en,3.5999999999999996
South Asian,South Asian,NORP,,,en,3.5999999999999996
New Year,New Year,EVENT,,,en,3.5
Season 2,Season 2,DATE,,,en,3.5
around 40%,around 40%,PERCENT,,,en,3.5
Indonesia&rsquo;s,Indonesia&rsquo;s,CARDINAL,,,en,3.5
recent decades,recent decades,DATE,,,en,3.5
European,European,NORP,,,en,3.5
More than 40,More than 40,CARDINAL,,,en,3.5
More than a foot,More than a foot,CARDINAL,,,en,3.5
late January,late January,DATE,,,en,3.5
BP Highway,BP Highway,FAC,,,en,3.5
Jan 17,Jan 17,DATE,,,en,3.5
September 2024,September 2024,DATE,,,en,3.5
$1 billion,$1 billion,MONEY,,,en,3.4999999999999996
at least 66,at least 66,CARDINAL,,,en,3.4000000000000004
October,October,DATE,,,en,3.4000000000000004
60 mph,60 mph,QUANTITY,,,en,3.4
at least 47,at least 47,CARDINAL,,,en,3.4
early Tuesday,early Tuesday,DATE,,,en,3.4
"20,000","20,000",CARDINAL,,,en,3.3999999999999995
2009,2009,DATE,,,en,3.3999999999999995
Nearly half,Nearly half,CARDINAL,,,en,3.3
"more than 10,000","more than 10,000",CARDINAL,,,en,3.3
228,228,CARDINAL,,,en,3.3
South African,South African,NORP,,,en,3.3
Last week,Last week,DATE,,,en,3.3
"Jan. 7, 2025","Jan. 7, 2025",DATE,,,en,3.3
May 23,May 23,DATE,,,en,3.3
a few miles,a few miles,QUANTITY,,,en,3.3
million-dollar,million-dollar,MONEY,,,en,3.2
Himalayan,Himalayan,NORP,,,en,3.2
more than 30,more than 30,CARDINAL,,,en,3.1999999999999997
Israels,Israels,NORP,,,en,3.1999999999999997
at least 30,at least 30,CARDINAL,,,en,3.1999999999999997
At least 26,At least 26,CARDINAL,,,en,3.1
the Christmas holiday,the Christmas holiday,DATE,,,en,3.1
64,64,CARDINAL,,,en,3.1
the Texas Hill Country,the Texas Hill Country,FAC,,,en,3.1
110,110,CARDINAL,,,en,3.0999999999999996
Ukrainian,Ukrainian,NORP,,,en,3.0999999999999996
1998,1998,DATE,,,en,3.0999999999999996
This week,This week,DATE,,,en,3.0999999999999996
July 3,July 3,DATE,,,en,3.0999999999999996
July 5,July 5,DATE,,,en,3.0999999999999996
April 29,April 29,DATE,,,en,3.0999999999999996
Jewish,Jewish,NORP,,,en,3.0999999999999996
"more than 4,000","more than 4,000",CARDINAL,,,en,3.0999999999999996
28 years,28 years,DATE,,,en,3.0999999999999996
"5,000","5,000",CARDINAL,,,en,3.0999999999999996
nearly a year,nearly a year,DATE,,,en,3.0
1.75 lakh hectares,1.75 lakh hectares,QUANTITY,,,en,3.0
two days,two days,DATE,,,en,3.0
238,238,CARDINAL,,,en,3.0
$300 trillion,$300 trillion,MONEY,,,en,3.0
$1 million,$1 million,MONEY,,,en,3.0
Thirty seven,Thirty seven,CARDINAL,,,en,3.0
this season,this season,DATE,,,en,3.0
September 9,September 9,DATE,,,en,3.0
more than 850,more than 850,CARDINAL,,,en,3.0
at least 14,at least 14,CARDINAL,,,en,3.0
Less than three months,Less than three months,DATE,,,en,3.0
Vietnamese,Vietnamese,NORP,,,en,3.0
The Coming AI Debt Deluge,The Coming AI Debt Deluge,LAW,,,en,3.0
a day earlier,a day earlier,DATE,,,en,3.0
